"file";"path_id";"class";"object";"field";"value"
"level1";"317413";"TMPro.TextMeshProUGUI";"Canvas/RestockItemScreen_Grp/ScreenGrp/AnimGrp/WebsiteContent_Grp/ScrollerGrp/HorizontalLayout (9)/BuyProductPanelUI (17)/TopUIGrp/UIGrp/UnitPrice";"m_text";"$1.00"
"level1";"317414";"TMPro.TextMeshProUGUI";"Canvas/RestockItemScreen_Grp/ScreenGrp/AnimGrp/WebsiteContent_Grp/ScrollerGrp/HorizontalLayout (9)/BuyProductPanelUI (17)/TopUIGrp/UIGrp/TotalPriceBG/Quantity";"m_text";"Qty : 32"
"level1";"317415";"TMPro.TextMeshProUGUI";"Canvas/RestockItemScreen_Grp/ScreenGrp/AnimGrp/WebsiteContent_Grp/ScrollerGrp/HorizontalLayout (9)/BuyProductPanelUI (17)/TopUIGrp/UIGrp/UnitPriceText";"m_text";"Unit Price"
"level1";"317416";"TMPro.TextMeshProUGUI";"Canvas/RestockItemScreen_Grp/ScreenGrp/AnimGrp/WebsiteContent_Grp/ScrollerGrp/HorizontalLayout (9)/BuyProductPanelUI (17)/TopUIGrp/UIGrp/TotalPriceBG/TotalPrice";"m_text";"$32.00"
"level1";"317417";"TMPro.TextMeshProUGUI";"Canvas/RestockItemScreen_Grp/ScreenGrp/AnimGrp/WebsiteContent_Grp/ScrollerGrp/HorizontalLayout (9)/BuyProductPanelUI (17)/TopUIGrp/UIGrp/ItemName";"m_text";"Common Pack"
"level1";"317418";"TMPro.TextMeshProUGUI";"Canvas/RestockItemScreen_Grp/ScreenGrp/AnimGrp/WebsiteContent_Grp/ScrollerGrp/HorizontalLayout (21)/BuyProductPanelUI (19)/TopUIGrp/Prologue_UIGrp/BGBarGrp/BtnImageGrp/Text";"m_text";"Add To Cart"
"level1";"317419";"TMPro.TextMeshProUGUI";"Canvas/CardRaritySelectScreen/Screen_Grp/AnimGrp/TitleText";"m_text";"Rarity"
"level1";"317420";"TMPro.TextMeshProUGUI";"CanvasWorldspaceFixedFOV/CanvasGrp/UI_PhoneScreen_Grp/ScreenGrp/CustomerReviewScreenGrp/ScreenGrp/AnimGrp/Mask/ScrollGrp/VerticalLayout/CustomerReviewPanelUI (50)/TopUIGrp/UIGrp/BGBarGrp/BtnImageGrp/Text";"m_text";"Hire"
"level1";"317421";"TMPro.TextMeshProUGUI";"Canvas/RestockItemBoardGameScreen_Grp/ScreenGrp/AnimGrp/WebsiteContent_Grp/ScrollerGrp/HorizontalLayout (10)/BuyProductPanelUI (18)/TopUIGrp/License_UIGrp/DescriptionText";"m_text";"Purchase license to unlock this product"
"level1";"317422";"TMPro.TextMeshProUGUI";"CanvasWorldspaceFixedFOV/CanvasGrp/UI_PhoneScreen_Grp/ScreenGrp/ScannerRestockScreenGrp/ScreenGrp/AnimGrp/UIGroup/ScannerRestockCheckoutItemBar (5)/TopUIGrp/UIGrp/PlusBtn/PlusText";"m_text";"+"
"level1";"317423";"TMPro.TextMeshProUGUI";"CanvasWorldspaceFixedFOV/CanvasGrp/UI_PhoneScreen_Grp/ScreenGrp/ScannerRestockScreenGrp/ScreenGrp/AnimGrp/UIGroup/ScannerRestockCheckoutItemBar (5)/TopUIGrp/UIGrp/TotalPriceBG/TotalPrice";"m_text";"$1.00"
"level1";"317424";"TMPro.TextMeshProUGUI";"CanvasWorldspaceFixedFOV/CanvasGrp/UI_PhoneScreen_Grp/ScreenGrp/ScannerRestockScreenGrp/ScreenGrp/AnimGrp/UIGroup/ScannerRestockCheckoutItemBar (5)/TopUIGrp/UIGrp/MinusBtn/MinusText";"m_text";"-"
"level1";"317425";"TMPro.TextMeshProUGUI";"CanvasWorldspaceFixedFOV/CanvasGrp/UI_PhoneScreen_Grp/ScreenGrp/ScannerRestockScreenGrp/ScreenGrp/AnimGrp/UIGroup/ScannerRestockCheckoutItemBar (5)/TopUIGrp/UIGrp/PurchaseBoxCount";"m_text";"1"
"level1";"317426";"TMPro.TextMeshProUGUI";"CanvasWorldspaceFixedFOV/CanvasGrp/UI_PhoneScreen_Grp/ScreenGrp/ScannerRestockScreenGrp/ScreenGrp/AnimGrp/UIGroup/ScannerRestockCheckoutItemBar (5)/TopUIGrp/UIGrp/UnitPrice";"m_text";"$1.00"
"level1";"317427";"TMPro.TextMeshProUGUI";"CanvasWorldspaceFixedFOV/CanvasGrp/UI_PhoneScreen_Grp/ScreenGrp/ScannerRestockScreenGrp/ScreenGrp/AnimGrp/UIGroup/ScannerRestockCheckoutItemBar (5)/TopUIGrp/UIGrp/ItemName";"m_text";"Common Pack (64)"
"level1";"317428";"TMPro.TextMeshProUGUI";"Canvas/RestockItemScreen_Grp/ScreenGrp/AnimGrp/WebsiteContent_Grp/ScrollerGrp/HorizontalLayout (10)/BuyProductPanelUI (16)/TopUIGrp/License_UIGrp/LicensePrice";"m_text";"$100.00"
"level1";"317429";"TMPro.TextMeshProUGUI";"Canvas/RestockItemScreen_Grp/ScreenGrp/AnimGrp/WebsiteContent_Grp/ScrollerGrp/HorizontalLayout (7)/BuyProductPanelUI (19)/TopUIGrp/License_UIGrp/ItemName";"m_text";"Common Pack (64) License"
"level1";"317430";"TMPro.TextMeshProUGUI";"Canvas/RestockItemScreen_Grp/ScreenGrp/AnimGrp/WebsiteContent_Grp/ScrollerGrp/HorizontalLayout (11)/BuyProductPanelUI (19)/TopUIGrp/Prologue_UIGrp/BGBarGrp/BtnImageGrp/Text";"m_text";"Add To Cart"
"level1";"317431";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (51)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317432";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (4)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317433";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (15)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317434";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (55)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317435";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/SelectedCardListGrp/PlayCardSearchSelectionCardUI (4)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317436";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (57)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317437";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (25)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317438";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (8)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317439";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (34)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317440";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (1)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317441";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (49)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317442";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (67)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317443";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (50)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317444";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (48)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317445";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (7)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317446";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (70)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317447";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (62)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317448";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (45)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317449";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (14)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317450";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (11)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317451";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (32)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317452";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (58)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317453";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (30)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317454";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (33)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317455";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (28)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317456";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (43)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317457";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (19)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317458";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (63)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317459";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (35)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317460";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (46)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317461";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (64)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317462";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (27)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317463";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (29)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317464";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (26)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317465";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (53)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317466";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (16)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317467";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (13)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317468";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (60)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317469";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (38)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317470";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (44)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317471";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/SelectedCardListGrp/PlayCardSearchSelectionCardUI/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317472";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (9)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317473";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (59)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317474";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (5)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317475";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (12)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317476";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (65)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317477";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (18)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317478";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/SelectedCardListGrp/PlayCardSearchSelectionCardUI (3)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317479";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (69)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317480";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (39)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317481";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (56)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317482";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (24)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317483";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (41)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317484";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (36)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317485";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (37)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317486";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (52)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317487";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (10)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
"level1";"317488";"TMPro.TextMeshProUGUI";"Canvas/PlayCardSetUIScreenGrp/PlayCardSetUIScreen_SearchCardSelection/ScreenGrp/DisplayCardInfoScreen/CardParentTopGrp/PlayCardSearchSelectionCardUI (40)/CardGroup/AnimGrp/CardFront/CardGrp/AnimGrp/EvoAndArtistNameGrp/EvoGrp/EvoNameText";"m_text";"Vampicant"
